2024-08-30 20:26:27,309 INFO    MainThread:21276 [wandb_setup.py:_flush():77] Current SDK version is 0.17.8
2024-08-30 20:26:27,310 INFO    MainThread:21276 [wandb_setup.py:_flush():77] Configure stats pid to 21276
2024-08-30 20:26:27,310 INFO    MainThread:21276 [wandb_setup.py:_flush():77] Loading settings from C:\Users\LimJaesung\.config\wandb\settings
2024-08-30 20:26:27,310 INFO    MainThread:21276 [wandb_setup.py:_flush():77] Loading settings from c:\Users\LimJaesung\Documents\Git\VAE\convVAE\wandb\settings
2024-08-30 20:26:27,310 INFO    MainThread:21276 [wandb_setup.py:_flush():77] Loading settings from environment variables: {}
2024-08-30 20:26:27,310 INFO    MainThread:21276 [wandb_setup.py:_flush():77] Applying setup settings: {'_disable_service': False}
2024-08-30 20:26:27,311 INFO    MainThread:21276 [wandb_setup.py:_flush():77] Inferring run settings from compute environment: {'program_relpath': 'convVAE\\main.py', 'program_abspath': 'c:\\Users\\LimJaesung\\Documents\\Git\\VAE\\convVAE\\main.py', 'program': 'c:\\Users\\LimJaesung\\Documents\\Git\\VAE\\convVAE\\main.py'}
2024-08-30 20:26:27,311 INFO    MainThread:21276 [wandb_setup.py:_flush():77] Applying login settings: {}
2024-08-30 20:26:27,311 INFO    MainThread:21276 [wandb_init.py:_log_setup():524] Logging user logs to c:\Users\LimJaesung\Documents\Git\VAE\convVAE\wandb\run-20240830_202627-lfgd1y1l\logs\debug.log
2024-08-30 20:26:27,311 INFO    MainThread:21276 [wandb_init.py:_log_setup():525] Logging internal logs to c:\Users\LimJaesung\Documents\Git\VAE\convVAE\wandb\run-20240830_202627-lfgd1y1l\logs\debug-internal.log
2024-08-30 20:26:27,311 INFO    MainThread:21276 [wandb_init.py:_jupyter_setup():470] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x00000194906726D0>
2024-08-30 20:26:27,311 INFO    MainThread:21276 [wandb_init.py:init():607] calling init triggers
2024-08-30 20:26:27,312 INFO    MainThread:21276 [wandb_init.py:init():614] wandb.init called with sweep_config: {}
config: {}
2024-08-30 20:26:27,312 INFO    MainThread:21276 [wandb_init.py:init():657] starting backend
2024-08-30 20:26:27,312 INFO    MainThread:21276 [wandb_init.py:init():661] setting up manager
2024-08-30 20:26:27,316 INFO    MainThread:21276 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=spawn, using: spawn
2024-08-30 20:26:27,318 INFO    MainThread:21276 [wandb_init.py:init():669] backend started and connected
2024-08-30 20:26:27,327 INFO    MainThread:21276 [wandb_run.py:_label_probe_notebook():1344] probe notebook
2024-08-30 20:26:27,329 INFO    MainThread:21276 [wandb_run.py:_label_probe_notebook():1354] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2024-08-30 20:26:27,329 INFO    MainThread:21276 [wandb_init.py:init():767] updated telemetry
2024-08-30 20:26:27,382 INFO    MainThread:21276 [wandb_init.py:init():800] communicating run to backend with 90.0 second timeout
2024-08-30 20:26:27,956 INFO    MainThread:21276 [wandb_init.py:init():851] starting run threads in backend
2024-08-30 20:26:28,292 INFO    MainThread:21276 [wandb_run.py:_console_start():2463] atexit reg
2024-08-30 20:26:28,292 INFO    MainThread:21276 [wandb_run.py:_redirect():2309] redirect: wrap_raw
2024-08-30 20:26:28,293 INFO    MainThread:21276 [wandb_run.py:_redirect():2374] Wrapping output streams.
2024-08-30 20:26:28,293 INFO    MainThread:21276 [wandb_run.py:_redirect():2399] Redirects installed.
2024-08-30 20:26:28,296 INFO    MainThread:21276 [wandb_init.py:init():894] run started, returning control to user process
2024-08-30 20:26:28,296 INFO    MainThread:21276 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-30 20:26:28,296 INFO    MainThread:21276 [wandb_init.py:_pause_backend():435] pausing backend
2024-08-30 20:26:28,322 INFO    MainThread:21276 [wandb_init.py:_resume_backend():440] resuming backend
2024-08-30 20:26:28,324 INFO    MainThread:21276 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-30 20:26:28,324 INFO    MainThread:21276 [wandb_init.py:_pause_backend():435] pausing backend
2024-08-30 20:26:28,341 INFO    MainThread:21276 [wandb_init.py:_resume_backend():440] resuming backend
2024-08-30 20:26:28,342 INFO    MainThread:21276 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-30 20:26:28,342 INFO    MainThread:21276 [wandb_init.py:_pause_backend():435] pausing backend
2024-08-30 20:26:28,991 INFO    MainThread:21276 [wandb_init.py:_resume_backend():440] resuming backend
2024-08-30 20:26:30,161 INFO    MainThread:21276 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-30 20:26:30,161 INFO    MainThread:21276 [wandb_init.py:_pause_backend():435] pausing backend
2024-08-30 20:26:35,685 INFO    MainThread:21276 [wandb_init.py:_resume_backend():440] resuming backend
2024-08-30 20:26:35,686 INFO    MainThread:21276 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-30 20:26:35,686 INFO    MainThread:21276 [wandb_init.py:_pause_backend():435] pausing backend
2024-08-30 20:26:37,674 INFO    MainThread:21276 [wandb_init.py:_resume_backend():440] resuming backend
2024-08-30 20:26:37,676 INFO    MainThread:21276 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-30 20:26:37,676 INFO    MainThread:21276 [wandb_init.py:_pause_backend():435] pausing backend
2024-08-30 20:26:39,155 INFO    MainThread:21276 [wandb_init.py:_resume_backend():440] resuming backend
